Emissions ktCO2eq;;;;;;;CEPII;;;;;;;;;;;;;;;OECD;;;;;;;;;;;;;;;IIASA;;;;;;;;;;;;;;;PIK;;;;;;;;;;;;;;
Country;Emission type;;;;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;
;;1990;1995;2000;2005;2010;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95
El Salvador;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Salvador;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Salvador;GHGexclLU;6597.62;9087.69;9970.49;11483.85;11145.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Salvador;co2lu;2552;4033.333333;2306.333333;5756.666667;5280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Salvador;GHGtot;9149.62;13121.02333;12276.82333;17240.51667;16425.53;15204.97794;17266.07675;19333.39681;14693.47205;16698.59976;18714.32178;14190.30883;16156.43805;18122.76352;13694.2147;15627.46146;17554.62932;15239.90126;17305.56374;19376.43678;14659.33943;16662.23491;18674.64372;14046.46685;16003.07723;17955.42994;14221.63933;16189.84186;18159.21076;13243.0918;15125.19552;17013.61657;14522.27623;16510.37359;18508.94626;13726.64172;15662.08749;17591.12451;13123.66116;14997.05888;16872.77771;13006.01332;14872.2306;16736.33021;11800.79322;13545.3269;15288.51819;13322.27303;15214.80462;17111.83995;16560.8905;18755.76541;20957.12571;16523.69427;18715.84783;20913.61639;16765.66202;18977.94872;21199.30079;16602.87674;18800.82347;21006.23803;15660.95326;17781.21704;19894.88875
Equatorial Guinea;co2;72.86;1269.15;2500.06;3340.47;2924.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Equatorial Guinea;ch4;117.6;788.34;1685.46;2530.5;2901.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Equatorial Guinea;n2o;18.6;24.8;34.1;37.2;37.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Equatorial Guinea;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Equatorial Guinea;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Equatorial Guinea;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Equatorial Guinea;GHGexclLU;209.06;2082.29;4219.62;5908.17;5863.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Equatorial Guinea;co2lu;1749;1554.666667;1939.666667;990;-693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Equatorial Guinea;GHGtot;1958.06;3636.956667;6159.286667;6898.17;5170.6;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48;4136.48
Eritrea;co2;48.88;810.62;673.85;614.01;515.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eritrea;ch4;2070.6;2012.01;2682.33;2613.66;2837.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eritrea;n2o;1029.2;923.8;1360.9;1190.4;1233.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eritrea;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eritrea;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eritrea;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eritrea;GHGexclLU;3148.68;3746.43;4717.08;4418.07;4586.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eritrea;co2lu;-1862.666667;-1122;-1085.333333;1239.333333;1081.666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eritrea;GHGtot;1286.013333;2624.43;3631.746667;5657.403333;5668.536667;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547;4970.116746;6349.370975;7729.397547
Ethiopia;co2;2396.86;2702.46;3706.24;5303.3;6283.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ethiopia;ch4;39981.27;41854.05;46191.81;52959.69;63216.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ethiopia;n2o;25277.4;24248.2;26660;30256;39072.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ethiopia;hfc;0;0.15;3.62;10.28;13.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ethiopia;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ethiopia;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ethiopia;GHGexclLU;67655.53;68804.86;76561.67;88529.27;108586.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ethiopia;co2lu;-24163.33333;43266.66667;20203.33333;143733.3333;79933.33333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ethiopia;GHGtot;43492.19667;112071.5267;96765.00333;232262.6033;188519.4533;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535;155773.4948;269802.5884;383895.535
European Union;co2;4358959.84;4107644.34;4083356.96;4213578.23;3883592.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
European Union;ch4;723148.44;633465.63;595781.55;544631.43;525608.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
European Union;n2o;441542.3;414392.5;361125.2;380521.9;273792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
European Union;hfc;17110.3;26844.09;52903.63;72791.44;92101.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
European Union;pfc;24040.04;14705.64;11962.97;9338.06;6934.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
European Union;sf6;12906;16969;14340;10277;41825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
European Union;GHGexclLU;5577706.92;5214021.2;5119470.31;5231138.06;4823854.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
European Union;co2lu;-108201.8667;-171779.6667;-214317.0333;-262587.9667;-149852.2667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
European Union;co2luUNFCCC;-269000;-303000;-315000;-315000;-323000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
European Union;GHGtot;5469505.053;5042241.533;4905153.277;4968550.093;4674001.763;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032;3281703.032
Fiji;co2;582.63;596.8;532.61;885.25;1161.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiji;ch4;635.25;734.58;704.76;696.36;700.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiji;n2o;353.4;393.7;344.1;378.2;337.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiji;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiji;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiji;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiji;GHGexclLU;1571.28;1725.08;1581.47;1959.81;2200.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiji;co2lu;1540;1356.666667;1371.333333;843.3333333;773.6666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiji;GHGtot;3111.28;3081.746667;2952.803333;2803.143333;2973.826667;2373.384659;2689.947317;3007.262594;2347.113845;2661.736428;2976.513325;2215.896986;2516.329951;2818.023326;2171.252903;2466.25341;2763.384292;2486.33711;2814.138308;3142.616392;2902.549709;3270.856915;3638.642269;2799.580049;3156.248073;3514.807043;2723.812908;3073.411974;3424.224463;2580.336183;2917.616438;3253.974143;2963.545394;3338.747251;3712.339374;3705.469523;4154.175193;4598.32848;3669.041635;4113.553066;4554.178673;3634.400306;4074.9232;4511.962438;3290.935026;3699.92408;4100.989812;3653.899687;4096.667703;4535.497457;2324.69312;2637.659951;2950.270479;2255.77324;2561.417112;2867.167408;2160.624777;2454.930217;2751.02944;2112.643312;2402.944064;2694.306808;2184.472424;2480.798924;2779.255054
Gabon;co2;6166.39;5655.73;6493.53;6515.51;5638.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;ch4;3478.44;3983.7;4081.98;4298.07;3818.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;n2o;306.9;313.1;254.2;477.4;821.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;hfc;0;0.59;2.92;8.43;11.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;GHGexclLU;9951.73;9953.12;10832.63;11299.41;10289.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;co2lu;8726.666667;10266.66667;11696.66667;9900;13860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;GHGtot;18678.39667;20219.78667;22529.29667;21199.41;24149.66;20112.54953;23726.94781;27378.76651;19666.3903;23260.16074;26889.96352;18843.49786;22388.94532;25956.33056;19319.02124;22897.22204;26503.21444;19928.60435;23530.5755;27169.1497;23272.5206;27148.15629;31023.84996;22342.41662;26121.91712;29964.39228;21194.25;24878.44126;28634.40667;21128.29421;24810.01429;28559.79083;23955.78605;27903.17267;31802.76825;21441.08901;25140.17303;28917.08245;20329.71546;23972.29956;27646.30908;18692.30067;22224.78293;25779.89676;18590.2456;22117.88655;25665.00968;21971.29857;25725.02234;29530.4845;24661.89834;28683.43507;32664.58329;23934.89402;27880.08673;31778.95147;23652.11825;27567.61617;31456.58888;23920.86229;27864.5815;31762.95538;24786.17533;28820.76262;32817.04977
Gambia;co2;99.62;123.3;150.5;177.34;226.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gambia;ch4;614.25;659.19;721.77;754.32;1018.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gambia;n2o;331.7;328.6;375.1;368.9;489.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gambia;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gambia;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gambia;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gambia;GHGexclLU;1045.57;1111.09;1247.37;1300.56;1734.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gambia;co2lu;1349.333333;1631.666667;1613.333333;1595;3336.666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gambia;GHGtot;2394.903333;2742.756667;2860.703333;2895.56;5071.456667;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278;1084.495955;2651.010515;4218.402278
Georgia;co2;34505.62;8468.55;5179.6;4765.98;5685.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Georgia;ch4;5035.17;4116.21;4137.42;4413.15;4862.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Georgia;n2o;2929.5;1788.7;2436.6;2424.2;2266.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Georgia;hfc;0;0.36;2.46;11.83;15.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Georgia;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Georgia;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Georgia;GHGexclLU;42470.29;14373.82;11756.08;11615.16;12829.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Georgia;co2lu;4656.666667;3248.666667;1408;645.3333333;-410.6666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Georgia;GHGtot;47126.95667;17622.48667;13164.08;12260.49333;12419.19333;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913;29003.44224;30723.36913;32444.25913
Ghana;co2;3143.06;4055.61;6101.78;7206.01;11142.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ghana;ch4;7924.77;8983.17;9627.87;9975.42;20664.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ghana;n2o;5102.6;4922.8;5270;4805;17248.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ghana;hfc;0;0.37;1.85;7.85;10.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ghana;pfc;596.19;323.81;146.07;6.93;6.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ghana;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ghana;GHGexclLU;16766.62;18285.76;21147.57;22001.21;49072.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ghana;co2lu;21926.66667;45100;46200;24786.66667;42533.33333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ghana;GHGtot;38693.28667;63385.76;67347.57;46787.87667;91605.95333;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267;41760.62886;51692.0651;61629.06267
Grenada;co2;1.94;2.04;2.15;2.29;2.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grenada;ch4;24.78;26.67;30.66;33.81;35.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grenada;n2o;9.3;12.4;15.5;21.7;24.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grenada;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grenada;pfc;0.15;0.18;0.2;0.23;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grenada;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grenada;GHGexclLU;36.17;41.29;48.51;58.03;63.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grenada;co2lu;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grenada;GHGtot;36.17;41.29;48.51;58.03;63.34;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004;38.004
Guatemala;co2;3899;6724.76;9585.28;11671.12;11785.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;ch4;4798.29;5359.2;19384.68;8403.57;6742.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;n2o;2495.5;3007;14467.7;5425;4516.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;hfc;0.05;23.98;157.57;477.79;634.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;GHGexclLU;11192.84;15114.94;43595.23;25977.48;23679.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;co2lu;64900;48400;44733.33333;39600;18993.33333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;GHGtot;76092.84;63514.94;88328.56333;65577.48;42672.51333;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952;47952
Guinea;co2;1126.31;1234.89;1372.14;1389.61;1754.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;ch4;8713.74;8398.95;8817.27;10108.56;28091.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;n2o;5750.5;5638.9;5555.2;6076;20838.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
